HostID,CloudRegion,MemoryUtilization_Pct,NetworkThroughput_GB,HourlyCost_USD
HOST-02349,AWS_ap-northeast-1,54.3,169.05,0.64
HOST-02350,AWS_us-east-1,88.1,49.75,0.52
HOST-02351,Azure_westeurope,83.4,65.97,0.45
HOST-02352,AWS_ap-northeast-1,70.7,74.96,0.64
HOST-02353,AWS_us-east-1,39.5,21.75,0.52
HOST-02354,Azure_westeurope,22.2,46.76,0.45
HOST-02355,AWS_ap-northeast-1,47.2,90.31,0.64
HOST-02356,AWS_us-east-1,60.7,34.49,0.52
HOST-02357,Azure_westeurope,29.0,67.14,0.45
HOST-02358,AWS_ap-northeast-1,56.3,86.53,0.64
HOST-02359,AWS_us-east-1,11.9,15.88,0.52
HOST-02360,Azure_westeurope,39.0,51.88,0.45
HOST-02361,AWS_ap-northeast-1,74.2,94.87,0.64
HOST-02362,AWS_us-east-1,68.7,16.6,0.52
HOST-02363,Azure_westeurope,52.0,52.85,0.45
HOST-02364,AWS_ap-northeast-1,81.8,64.75,0.64
HOST-02365,AWS_us-east-1,13.8,57.05,0.52
HOST-02366,Azure_westeurope,62.5,91.3,0.45
HOST-02367,AWS_ap-northeast-1,86.3,68.62,0.64
HOST-02368,AWS_us-east-1,60.8,7.44,0.52
HOST-02369,Azure_westeurope,94.3,11.6,0.45
HOST-02370,AWS_ap-northeast-1,85.8,23.23,0.64
HOST-02371,AWS_us-east-1,62.4,24.43,0.52
HOST-02372,Azure_westeurope,40.1,31.16,0.45
HOST-02373,AWS_ap-northeast-1,15.7,22.39,0.64
HOST-02374,AWS_us-east-1,44.4,19.77,0.52
HOST-02375,Azure_westeurope,11.1,16.74,0.45
HOST-02376,AWS_ap-northeast-1,30.7,42.93,0.64
HOST-02377,AWS_us-east-1,15.9,35.6,0.52
HOST-02378,Azure_westeurope,80.7,10.82,0.45
HOST-02379,AWS_ap-northeast-1,14.3,22.12,0.64
HOST-02380,AWS_us-east-1,12.3,105.13,0.52
HOST-02381,Azure_westeurope,57.4,110.24,0.45
HOST-02382,AWS_ap-northeast-1,88.4,78.26,0.64
HOST-02383,AWS_us-east-1,79.3,61.87,0.52
HOST-02384,Azure_westeurope,59.1,26.79,0.45
HOST-02385,AWS_ap-northeast-1,89.8,36.54,0.64
HOST-02386,AWS_us-east-1,91.4,35.94,0.52
HOST-02387,Azure_westeurope,43.0,14.46,0.45
HOST-02388,AWS_ap-northeast-1,39.5,42.25,0.64
HOST-02389,AWS_us-east-1,64.6,69.34,0.52
HOST-02390,Azure_westeurope,31.4,9.38,0.45
HOST-02391,AWS_ap-northeast-1,87.4,38.18,0.64
HOST-02392,AWS_us-east-1,27.8,101.98,0.52
HOST-02393,Azure_westeurope,89.7,190.97,0.45
HOST-02394,AWS_ap-northeast-1,39.1,12.36,0.64
HOST-02395,AWS_us-east-1,20.9,45.74,0.52
HOST-02396,Azure_westeurope,20.2,13.98,0.45
HOST-02397,AWS_ap-northeast-1,84.1,53.83,0.64
HOST-02398,AWS_us-east-1,52.9,86.17,0.52
HOST-02399,Azure_westeurope,25.6,36.5,0.45
HOST-02400,AWS_ap-northeast-1,61.1,50.16,0.64
HOST-02401,AWS_us-east-1,65.2,89.45,0.52
HOST-02402,Azure_westeurope,36.5,21.28,0.45
HOST-02403,AWS_ap-northeast-1,13.6,45.12,0.64
HOST-02404,AWS_us-east-1,11.4,170.84,0.52
HOST-02405,Azure_westeurope,76.7,24.47,0.45
HOST-02406,AWS_ap-northeast-1,28.4,19.84,0.64
HOST-02407,AWS_us-east-1,22.2,49.7,0.52
HOST-02408,Azure_westeurope,34.6,141.94,0.45
HOST-02409,AWS_ap-northeast-1,85.6,8.9,0.64
HOST-02410,AWS_us-east-1,67.5,41.66,0.52
HOST-02411,Azure_westeurope,65.0,42.7,0.45
HOST-02412,AWS_ap-northeast-1,89.8,35.99,0.64
HOST-02413,AWS_us-east-1,87.1,18.42,0.52
HOST-02414,Azure_westeurope,78.6,5.49,0.45
HOST-02415,AWS_ap-northeast-1,56.8,12.57,0.64
HOST-02416,AWS_us-east-1,88.6,54.39,0.52
HOST-02417,Azure_westeurope,63.8,183.73,0.45
HOST-02418,AWS_ap-northeast-1,86.0,15.26,0.64
HOST-02419,AWS_us-east-1,16.8,45.64,0.52
HOST-02420,Azure_westeurope,16.8,7.19,0.45
HOST-02421,AWS_ap-northeast-1,77.5,96.55,0.64
HOST-02422,AWS_us-east-1,58.6,17.56,0.52
HOST-02423,Azure_westeurope,18.4,109.05,0.45
HOST-02424,AWS_ap-northeast-1,49.7,137.8,0.64
HOST-02425,AWS_us-east-1,35.4,40.78,0.52
HOST-02426,Azure_westeurope,53.1,13.19,0.45
HOST-02427,AWS_ap-northeast-1,59.8,134.15,0.64
HOST-02428,AWS_us-east-1,69.4,84.72,0.52
HOST-02429,Azure_westeurope,74.6,70.68,0.45
HOST-02430,AWS_ap-northeast-1,43.4,115.23,0.64
HOST-02431,AWS_us-east-1,51.5,80.5,0.52
HOST-02432,Azure_westeurope,56.9,121.84,0.45
HOST-02433,AWS_ap-northeast-1,80.7,91.11,0.64
HOST-02434,AWS_us-east-1,31.2,12.16,0.52
HOST-02435,Azure_westeurope,57.3,22.36,0.45
HOST-02436,AWS_ap-northeast-1,47.7,17.69,0.64
HOST-02437,AWS_us-east-1,36.3,19.03,0.52
HOST-02438,Azure_westeurope,12.6,138.47,0.45
HOST-02439,AWS_ap-northeast-1,37.3,5.77,0.64
HOST-02440,AWS_us-east-1,15.5,87.8,0.52
HOST-02441,Azure_westeurope,83.2,23.66,0.45
HOST-02442,AWS_ap-northeast-1,22.4,43.39,0.64
HOST-02443,AWS_us-east-1,16.6,28.27,0.52
HOST-02444,Azure_westeurope,72.8,105.12,0.45
HOST-02445,AWS_ap-northeast-1,50.8,10.01,0.64
HOST-02446,AWS_us-east-1,16.8,47.17,0.52
HOST-02447,Azure_westeurope,32.8,30.01,0.45
HOST-02448,AWS_ap-northeast-1,78.5,19.21,0.64
HOST-02449,AWS_us-east-1,18.6,38.62,0.52
HOST-02450,Azure_westeurope,53.2,9.29,0.45
HOST-02451,AWS_ap-northeast-1,12.3,48.1,0.64
HOST-02452,AWS_us-east-1,39.9,39.13,0.52
HOST-02453,Azure_westeurope,22.1,6.15,0.45
HOST-02454,AWS_ap-northeast-1,23.1,26.38,0.64
HOST-02455,AWS_us-east-1,18.7,40.21,0.52
HOST-02456,Azure_westeurope,17.8,38.35,0.45
HOST-02457,AWS_ap-northeast-1,16.9,54.38,0.64
HOST-02458,AWS_us-east-1,46.6,31.84,0.52
HOST-02459,Azure_westeurope,19.9,18.29,0.45
HOST-02460,AWS_ap-northeast-1,83.6,54.87,0.64
HOST-02461,AWS_us-east-1,56.3,24.42,0.52
HOST-02462,Azure_westeurope,32.9,238.24,0.45
HOST-02463,AWS_ap-northeast-1,40.3,61.48,0.64
HOST-02464,AWS_us-east-1,16.8,6.91,0.52
HOST-02465,Azure_westeurope,53.1,114.18,0.45
HOST-02466,AWS_ap-northeast-1,40.1,10.69,0.64
HOST-02467,AWS_us-east-1,69.7,14.59,0.52
HOST-02468,Azure_westeurope,40.2,193.79,0.45
HOST-02469,AWS_ap-northeast-1,93.0,53.63,0.64
HOST-02470,AWS_us-east-1,91.5,16.26,0.52
HOST-02471,Azure_westeurope,71.3,97.26,0.45
HOST-02472,AWS_ap-northeast-1,57.9,62.0,0.64
HOST-02473,AWS_us-east-1,24.4,21.87,0.52
HOST-02474,Azure_westeurope,16.3,32.44,0.45
HOST-02475,AWS_ap-northeast-1,39.9,36.86,0.64
HOST-02476,AWS_us-east-1,28.8,13.48,0.52
HOST-02477,Azure_westeurope,82.1,18.75,0.45
HOST-02478,AWS_ap-northeast-1,60.9,14.55,0.64
HOST-02479,AWS_us-east-1,77.0,45.38,0.52
HOST-02480,Azure_westeurope,21.0,69.88,0.45
HOST-02481,AWS_ap-northeast-1,27.2,30.01,0.64
HOST-02482,AWS_us-east-1,31.0,49.29,0.52
HOST-02483,Azure_westeurope,90.2,5.93,0.45
HOST-02484,AWS_ap-northeast-1,88.4,63.95,0.64
HOST-02485,AWS_us-east-1,63.6,22.91,0.52
HOST-02486,Azure_westeurope,43.6,11.49,0.45
HOST-02487,AWS_ap-northeast-1,31.9,36.85,0.64
HOST-02488,AWS_us-east-1,32.6,109.34,0.52
HOST-02489,Azure_westeurope,27.7,9.31,0.45
HOST-02490,AWS_ap-northeast-1,29.5,34.88,0.64
HOST-02491,AWS_us-east-1,28.7,39.09,0.52
HOST-02492,Azure_westeurope,58.2,17.0,0.45
HOST-02493,AWS_ap-northeast-1,39.2,36.72,0.64
HOST-02494,AWS_us-east-1,43.3,43.17,0.52
HOST-02495,Azure_westeurope,14.0,49.82,0.45
HOST-02496,AWS_ap-northeast-1,44.4,47.69,0.64
HOST-02497,AWS_us-east-1,78.4,23.12,0.52
HOST-02498,Azure_westeurope,15.0,58.17,0.45
HOST-02499,AWS_ap-northeast-1,45.6,39.78,0.64
HOST-02500,AWS_us-east-1,42.9,132.02,0.52
